date,revenue,orders
2025-08-04,49651.9076614798,127.0
2025-08-05,48081.52435638729,123.0
2025-08-06,45714.54417977997,114.0
2025-08-07,43993.90935651269,114.0
2025-08-08,40720.622418158964,94.0
2025-08-09,59443.97570002053,157.0
2025-08-10,50923.20442222476,121.0
2025-08-11,49608.78057112354,127.0
2025-08-12,45736.85238643105,119.0
2025-08-13,45184.2044026317,119.0
2025-08-14,48891.851790902096,118.0
2025-08-15,40842.84005728639,101.0
2025-08-16,49441.76566621208,119.0
2025-08-17,54554.0888722201,126.0
2025-08-18,49763.79324680403,132.0
2025-08-19,48558.90010484859,126.0
2025-08-20,47424.37576874592,126.0
2025-08-21,45936.71551971144,107.0
2025-08-22,38870.19895718255,104.0
2025-08-23,59281.83226797597,139.0
2025-08-24,58776.75706695404,136.0
2025-08-25,41824.57224002718,108.0
2025-08-26,51484.36294430828,122.0
2025-08-27,44964.64060569483,121.0
2025-08-28,48532.30000438867,121.0
2025-08-29,38622.4377847019,95.0
2025-08-30,52680.7906755993,122.0
2025-08-31,58564.96183694137,138.0
2025-09-01,,
2025-09-02,47499.11077883267,127.0
2025-09-03,46121.49629247715,109.0
2025-09-04,44725.16406651713,105.0
2025-09-05,39215.01230227886,93.0
2025-09-06,58496.36272084329,144.0
2025-09-07,58439.945132882865,137.0
2025-09-08,44467.348136994864,112.0
2025-09-09,54028.58584116433,127.0
2025-09-10,53666.4685910379,143.0
2025-09-11,,
2025-09-12,36791.89010213796,97.0
2025-09-13,51922.29778140125,128.0
2025-09-14,61200.73344755987,156.0
2025-09-15,46301.99160314366,121.0
2025-09-16,52781.45828443868,138.0
2025-09-17,,
2025-09-18,,
2025-09-19,41346.4239318146,106.0
2025-09-20,43826.19797979278,107.0
2025-09-21,54501.83707599713,133.0
2025-09-22,47842.29554582052,110.0
2025-09-23,47881.65045410545,121.0
2025-09-24,52547.23391179491,127.0
2025-09-25,42384.5758661181,103.0
2025-09-26,40379.866539909046,100.0
2025-09-27,54117.22173185828,138.0
2025-09-28,54073.81986719835,128.0
2025-09-29,36467.413546461685,93.0
2025-09-30,47289.49125646488,109.0
2025-10-01,39855.69918305876,93.0
2025-10-02,,
2025-10-03,35261.310422789815,83.0
2025-10-04,46497.17908672041,123.0
2025-10-05,48124.34936852362,119.0
2025-10-06,41159.406254970054,95.0
2025-10-07,42819.05920941472,105.0
2025-10-08,40340.552035753746,95.0
2025-10-09,41011.39202356314,93.0
2025-10-10,38808.05044843606,103.0
2025-10-11,42361.553503519455,99.0
2025-10-12,56499.1001239688,136.0
2025-10-13,35268.736601432494,89.0
2025-10-14,43694.64471489325,108.0
2025-10-15,41939.95161945373,99.0
2025-10-16,40042.9756032051,97.0
2025-10-17,32356.90144053822,71.0
2025-10-18,45625.63324892818,115.0
2025-10-19,48795.9971960235,123.0
2025-10-20,39531.90572916737,94.0
2025-10-21,46873.806291063076,116.0
2025-10-22,41421.04645789514,105.0
2025-10-23,37296.27121421804,99.0
2025-10-24,37098.799626299755,95.0
2025-10-25,47346.89856262983,109.0
2025-10-26,52888.586356516884,132.0
2025-10-27,43363.88652577084,98.0
2025-10-28,42013.01496723379,113.0
2025-10-29,46844.45687940909,110.0
2025-10-30,49791.88081536978,132.0
2025-10-31,44406.110796300396,111.0
2025-11-01,54537.29521810755,133.0
2025-11-02,58976.98214992635,147.0
2025-11-03,53482.99468736527,126.0
2025-11-04,50900.28583349251,133.0
2025-11-05,50341.292143510116,121.0
2025-11-06,47118.422042698316,114.0
2025-11-07,42096.95639031834,97.0
2025-11-08,58071.33055596157,136.0
2025-11-09,61276.24904696409,157.0
2025-11-10,52265.528908001914,124.0
2025-11-11,56766.43642146299,131.0
2025-11-12,48938.01152489828,115.0
2025-11-13,49945.85891388489,128.0
2025-11-14,41994.19973021963,113.0
2025-11-15,55922.49905746533,147.0
2025-11-16,58584.57083689694,138.0
2025-11-17,50290.987894978156,134.0
2025-11-18,54810.47107631074,137.0
2025-11-19,46595.33795029958,122.0
2025-11-20,54352.16182705638,137.0
2025-11-21,40081.9478555009,100.0
2025-11-22,51482.434161636804,119.0
2025-11-23,62624.3326205002,154.0
2025-11-24,52549.988081888805,122.0
2025-11-25,55072.359451156466,135.0
2025-11-26,51110.03652779284,125.0
2025-11-27,48213.259681459254,117.0
2025-11-28,40583.23688554251,107.0
2025-11-29,55527.41367458118,128.0
2025-11-30,57293.514865463665,143.0
2025-12-01,53275.35920025325,130.0
2025-12-02,52933.82785549358,131.0
2025-12-03,46923.50840962247,113.0
2025-12-04,47460.84247504102,110.0
2025-12-05,44688.79436282687,103.0
2025-12-06,53783.82634158808,141.0
2025-12-07,57033.3388133007,136.0
2025-12-08,51256.061634475736,129.0
2025-12-09,,
2025-12-10,48054.17047388661,128.0
2025-12-11,,
2025-12-12,44321.14981207291,101.0
2025-12-13,51305.746975508024,129.0
2025-12-14,55452.60867687033,146.0
2025-12-15,48544.667336242695,115.0
2025-12-16,53084.65854486446,133.0
2025-12-17,50682.722696794015,132.0
2025-12-18,53201.068650848654,139.0
2025-12-19,46372.97886960606,114.0
2025-12-20,55345.184410109716,144.0
2025-12-21,59792.95137629193,153.0
2025-12-22,47867.41190608657,120.0
2025-12-23,53844.46059202283,139.0
2025-12-24,49059.02408323959,130.0
2025-12-25,49918.15568101427,121.0
2025-12-26,41493.30716934303,109.0
2025-12-27,57558.03954272352,137.0
2025-12-28,64623.21673900773,166.0
2025-12-29,50723.719554629424,121.0
2025-12-30,55280.13516629682,135.0
2025-12-31,52170.43197513334,137.0
2026-01-01,47921.33858434249,120.0
2026-01-02,44822.27744543125,116.0
2026-01-03,56212.77720234539,138.0
2026-01-04,60493.028295646494,153.0
2026-01-05,48905.9706484336,126.0
2026-01-06,54323.530522776826,134.0
2026-01-07,51768.99487373635,134.0
2026-01-08,53653.430823385126,130.0
2026-01-09,47202.81247825562,124.0
2026-01-10,62809.54737253467,153.0
2026-01-11,58072.95731133585,148.0
2026-01-12,54016.961910162034,139.0
2026-01-13,54975.02601721505,133.0
2026-01-14,,
2026-01-15,47050.10514393455,125.0
2026-01-16,41980.834473457675,109.0
2026-01-17,54726.82206366793,133.0
2026-01-18,54178.31282707058,142.0
2026-01-19,49997.73493495772,131.0
2026-01-20,52322.6020153389,139.0
2026-01-21,51076.18135942862,123.0
2026-01-22,50675.26792733148,118.0
2026-01-23,,
2026-01-24,59551.27151455815,147.0
2026-01-25,58994.28903301279,143.0
2026-01-26,49054.75598595493,128.0
2026-01-27,56250.757514519515,143.0
2026-01-28,46839.300378938075,109.0
2026-01-29,55319.37629756306,139.0
2026-01-30,48388.32036216386,122.0
2026-01-31,55467.47304368589,129.0
2026-02-01,55760.59641272737,131.0
2026-02-02,55986.61712249624,133.0
2026-02-03,54606.380464242146,136.0
2026-02-04,54688.44893592039,133.0
2026-02-05,45216.7170236169,114.0
2026-02-06,43226.87493113868,104.0
2026-02-07,57065.73109915455,146.0
2026-02-08,61215.94178129423,159.0
2026-02-09,50749.803585562266,119.0
2026-02-10,56993.5497970425,144.0
2026-02-11,47947.13871185222,126.0
2026-02-12,49747.86154493612,114.0
2026-02-13,45560.8868951357,118.0
2026-02-14,58768.31650217625,148.0
2026-02-15,63384.84463426667,157.0
2026-02-16,48901.07372448639,123.0
2026-02-17,50697.657487793134,117.0
2026-02-18,55158.03046569553,129.0
2026-02-19,51346.94203593877,127.0
2026-02-20,43129.54039033034,98.0
2026-02-21,62053.45592656757,157.0
2026-02-22,61772.02390287857,156.0
2026-02-23,55987.89155219148,146.0
2026-02-24,55677.555444230326,131.0
2026-02-25,57682.24377464596,140.0
2026-02-26,55791.02252732962,142.0
2026-02-27,44803.10755456278,121.0
2026-02-28,60489.712852863064,157.0
2026-03-01,,
2026-03-02,56730.894672597045,146.0
2026-03-03,52755.229618259684,132.0
2026-03-04,53733.15437999532,138.0
2026-03-05,53875.273460548764,133.0
2026-03-06,40448.781540730655,97.0
2026-03-07,54200.224462002676,144.0
2026-03-08,,
2026-03-09,51991.77949666633,119.0
2026-03-10,57977.62676738789,150.0
2026-03-11,56357.07115628808,132.0
2026-03-12,51097.28434125933,129.0
2026-03-13,50785.846636713875,129.0
2026-03-14,53784.69562535533,141.0
2026-03-15,56839.852681934535,135.0
2026-03-16,52808.356903310145,139.0
2026-03-17,57152.196346817924,136.0
2026-03-18,51926.915755717724,134.0
2026-03-19,44847.67369988037,102.0
2026-03-20,45807.63988146163,117.0
2026-03-21,54186.59149848544,139.0
2026-03-22,64134.017646490116,158.0
2026-03-23,54249.79473829055,139.0
2026-03-24,53355.360641017935,139.0
2026-03-25,50658.39924798992,119.0
2026-03-26,48047.35943433314,121.0
2026-03-27,46061.96270818049,109.0
2026-03-28,61140.42696150371,146.0
2026-03-29,,
2026-03-30,54837.13954655353,132.0
2026-03-31,54759.22714488268,132.0
2026-04-01,49996.381503212964,127.0
2026-04-02,51078.908920136324,127.0
2026-04-03,43319.273032741876,110.0
2026-04-04,56789.05208395846,132.0
2026-04-05,58881.36632223346,143.0
2026-04-06,59394.17539874917,157.0
2026-04-07,56630.79065591519,134.0
2026-04-08,50450.82347602224,123.0
2026-04-09,52216.93973220266,139.0
2026-04-10,46263.01585092751,123.0
2026-04-11,57962.09120140033,146.0
2026-04-12,64492.50010013027,164.0
2026-04-13,55947.52313014191,138.0
2026-04-14,55108.496557168415,137.0
2026-04-15,50997.54527806596,118.0
2026-04-16,50924.84490854507,125.0
2026-04-17,39869.23650579325,105.0
2026-04-18,54254.426813404345,127.0
2026-04-19,66925.62280233357,162.0
2026-04-20,58784.903140503855,140.0
2026-04-21,56127.89188133086,134.0
2026-04-22,54629.6708891673,140.0
2026-04-23,52858.75046363061,138.0
2026-04-24,56186.64242536572,138.0
2026-04-25,62333.72473430373,147.0
2026-04-26,62616.2472255577,165.0
2026-04-27,51158.37867819872,133.0
2026-04-28,52230.661039227285,129.0
2026-04-29,53685.39090760167,126.0
2026-04-30,49830.94776414709,131.0
2026-05-01,42858.23887120698,114.0
2026-05-02,57210.28134727242,149.0
2026-05-03,59930.355989156815,141.0
2026-05-04,59261.4249052177,140.0
2026-05-05,59869.91927084835,144.0
2026-05-06,53226.082076050145,135.0
2026-05-07,56714.83241667008,145.0
2026-05-08,47532.10492294285,116.0
2026-05-09,56741.14739601521,134.0
2026-05-10,67919.37223180897,172.0
2026-05-11,55991.73013105398,133.0
2026-05-12,54288.26153702063,126.0
2026-05-13,52853.983965749176,132.0
2026-05-14,49823.145239845726,122.0
2026-05-15,,
2026-05-16,62278.532642594924,153.0
2026-05-17,69253.24992141039,165.0
2026-05-18,50354.29727854257,116.0
2026-05-19,59263.90771007171,149.0
2026-05-20,51648.07229263452,128.0
2026-05-21,51163.62384870591,125.0
2026-05-22,45872.818227283395,118.0
2026-05-23,57083.02769096055,139.0
2026-05-24,63845.56488383448,153.0
2026-05-25,52232.149650766885,130.0
2026-05-26,58561.370477339515,137.0
2026-05-27,53624.285671652586,138.0
2026-05-28,52083.15585940077,125.0
2026-05-29,45102.30901387521,109.0
2026-05-30,58119.686008295,139.0
2026-05-31,66141.17367747727,170.0
2026-06-01,,
2026-06-02,54992.334265604346,132.0
2026-06-03,54247.99691628768,129.0
2026-06-04,55229.16137011537,143.0
2026-06-05,42991.784156635884,109.0
2026-06-06,61655.08057713981,148.0
2026-06-07,62062.12872316246,157.0
2026-06-08,56786.79600577948,147.0
2026-06-09,55810.22253037245,146.0
2026-06-10,48710.353698006445,118.0
2026-06-11,48267.372686350514,122.0
2026-06-12,48319.25483998415,128.0
2026-06-13,60979.16750516445,144.0
2026-06-14,61512.05012468677,150.0
2026-06-15,57165.777376332124,133.0
2026-06-16,53290.43981319312,130.0
2026-06-17,54101.76060405805,137.0
2026-06-18,49691.95140071263,126.0
2026-06-19,46394.49167659352,105.0
2026-06-20,60517.196013949244,146.0
2026-06-21,61818.759904148144,162.0
2026-06-22,54271.33336731052,140.0
2026-06-23,61468.87842764332,150.0
2026-06-24,52744.32439143056,121.0
2026-06-25,56007.07633619542,145.0
2026-06-26,45135.87943602714,110.0
2026-06-27,62139.412533745846,157.0
2026-06-28,68899.7058619737,172.0
2026-06-29,48185.06649961813,122.0
2026-06-30,56234.31423358857,139.0
